index	question	sentence	label
1775	C[C@]12CC[C@H]3[C@@H](CC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@@]43C)[C@@H]1CC[C@@H]2C(=O)Oc1ccccc1	C[C@]12CC[C@H]3[C@@H](COC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@@]43C)[C@@H]1CC[C@@H]2C(=O)Oc1ccccc1	entailment
1776	CC(=O)[C@H]1CCC2(C)OC2C1	CC(=O)O[C@H]1CCC2(C)OC2C1	entailment
1777	CC(=O)[C@H]1CCC2(C)OC2C1	COC(=O)[C@H]1CCC2(C)OC2C1	not_entailment
1778	CC[C@H]1C(=O)CCCC[C@@H]1C	CC[C@H]1C(=O)OCCCC[C@@H]1C	not_entailment
1779	CC[C@H]1C(=O)CCCC[C@@H]1C	CC[C@H]1OC(=O)CCCC[C@@H]1C	entailment
1780	C[C@@H]1C(=O)C[C@@H](c2ccccc2)[C@H](C(=O)OCc2ccccc2)[C@@]1(O)c1ccccc1	C[C@@H]1C(=O)OC[C@@H](c2ccccc2)[C@H](C(=O)OCc2ccccc2)[C@@]1(O)c1ccccc1	not_entailment
1781	C[C@@H]1C(=O)C[C@@H](c2ccccc2)[C@H](C(=O)OCc2ccccc2)[C@@]1(O)c1ccccc1	C[C@@H]1OC(=O)C[C@@H](c2ccccc2)[C@H](C(=O)OCc2ccccc2)[C@@]1(O)c1ccccc1	entailment
1782	CC(=O)C(C)(CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)Cc1ccccc1	CC(=O)OC(C)(CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)Cc1ccccc1	entailment
1783	CC(=O)C(C)(CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)Cc1ccccc1	COC(=O)C(C)(CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)Cc1ccccc1	not_entailment
1784	C=C(C)[C@@H]1CC[C@@H](C)C(=O)C1	C=C(C)[C@@H]1CC[C@@H](C)C(=O)OC1	entailment
1785	C=C(C)[C@@H]1CC[C@@H](C)C(=O)C1	C=C(C)[C@@H]1CC[C@@H](C)OC(=O)C1	not_entailment
1786	CC(=O)[C@@H](C)C[C@@H](C)C[C@@H](C)O[Si](C)(C)C(C)(C)C	CC(=O)O[C@@H](C)C[C@@H](C)C[C@@H](C)O[Si](C)(C)C(C)(C)C	entailment
1787	CC(=O)[C@@H](C)C[C@@H](C)C[C@@H](C)O[Si](C)(C)C(C)(C)C	COC(=O)[C@@H](C)C[C@@H](C)C[C@@H](C)O[Si](C)(C)C(C)(C)C	not_entailment
1788	CC1(C)O[C@H]2[C@@H]3CC(=O)C[C@@H](O3)[C@H]2O1	CC1(C)O[C@H]2[C@@H]3CC(=O)OC[C@@H](O3)[C@H]2O1	not_entailment
1789	CC1(C)O[C@H]2[C@@H]3CC(=O)C[C@@H](O3)[C@H]2O1	CC1(C)O[C@H]2[C@@H]3COC(=O)C[C@@H](O3)[C@H]2O1	entailment
1790	C[C@@H]1C(=O)C[C@H]2C(C(=O)O)=C[C@@H]3CC(C)(C)C[C@]312	C[C@@H]1C(=O)OC[C@H]2C(C(=O)O)=C[C@@H]3CC(C)(C)C[C@]312	entailment
1791	C[C@@H]1C(=O)C[C@H]2C(C(=O)O)=C[C@@H]3CC(C)(C)C[C@]312	C[C@@H]1OC(=O)C[C@H]2C(C(=O)O)=C[C@@H]3CC(C)(C)C[C@]312	not_entailment
1792	C/C=C/C(C)C1CCCC1=O	C/C=C/C(C)C1CCCOC1=O	not_entailment
1793	C/C=C/C(C)C1CCCC1=O	C/C=C/C(C)C1CCCC(=O)O1	entailment
1794	CCCCC[C@H](O)[C@H]1CC[C@@H]([C@@H]2CCCCC2=O)O1	CCCCC[C@H](O)[C@H]1CC[C@@H]([C@@H]2CCCCOC2=O)O1	not_entailment
1795	CCCCC[C@H](O)[C@H]1CC[C@@H]([C@@H]2CCCCC2=O)O1	CCCCC[C@H](O)[C@H]1CC[C@@H]([C@@H]2CCCCC(=O)O2)O1	entailment
1796	CCOC(=O)C1=CC[C@]2(C(=O)OCC)C(=O)CC[C@H]12	CCOC(=O)C1=CC[C@]2(C(=O)OCC)C(=O)OCC[C@H]12	not_entailment
1797	CCOC(=O)C1=CC[C@]2(C(=O)OCC)C(=O)CC[C@H]12	CCOC(=O)C1=CC[C@]2(C(=O)OCC)OC(=O)CC[C@H]12	entailment
1798	CC(=O)O[C@@H]1CC[C@H](Br)[C@]2(Br)CC[C@@]3(C)C(=O)CC[C@@H]3[C@@H]12	CC(=O)O[C@@H]1CC[C@H](Br)[C@]2(Br)CC[C@@]3(C)C(=O)OCC[C@@H]3[C@@H]12	not_entailment
1799	CC(=O)O[C@@H]1CC[C@H](Br)[C@]2(Br)CC[C@@]3(C)C(=O)CC[C@@H]3[C@@H]12	CC(=O)O[C@@H]1CC[C@H](Br)[C@]2(Br)CC[C@@]3(C)OC(=O)CC[C@@H]3[C@@H]12	entailment
1800	O=C1C[C@H]2C[C@@H]3CCCC[C@H]2[C@H]13	O=C1C[C@H]2C[C@@H]3CCCC[C@H]2[C@@H]3O1	entailment
1801	O=C1C[C@H]2C[C@@H]3CCCC[C@H]2[C@H]13	O=C1OC[C@H]2C[C@@H]3CCCC[C@H]2[C@H]13	not_entailment
1802	O=C1C[C@H]2c3ccccc3C[C@@H]12	O=C1C[C@H]2c3ccccc3C[C@H]2O1	entailment
1803	O=C1C[C@H]2c3ccccc3C[C@@H]12	O=C1OC[C@H]2c3ccccc3C[C@@H]12	not_entailment
1804	COc1ccc(CN2C(=O)[C@H]([C@@H](C)O[Si](C)(C)C(C)(C)C)[C@H]2C(C)=O)cc1	COC(=O)[C@@H]1[C@@H]([C@@H](C)O[Si](C)(C)C(C)(C)C)C(=O)N1Cc1ccc(OC)cc1	not_entailment
1805	COc1ccc(CN2C(=O)[C@H]([C@@H](C)O[Si](C)(C)C(C)(C)C)[C@H]2C(C)=O)cc1	COc1ccc(CN2C(=O)[C@H]([C@@H](C)O[Si](C)(C)C(C)(C)C)[C@H]2OC(C)=O)cc1	entailment
1806	COc1ccc(C(=O)C(F)(F)C(c2ccccc2)N(C(=O)C(F)(F)F)c2ccccc2)cc1	COc1ccc(C(=O)OC(F)(F)C(c2ccccc2)N(C(=O)C(F)(F)F)c2ccccc2)cc1	not_entailment
1807	COc1ccc(C(=O)C(F)(F)C(c2ccccc2)N(C(=O)C(F)(F)F)c2ccccc2)cc1	COc1ccc(OC(=O)C(F)(F)C(c2ccccc2)N(C(=O)C(F)(F)F)c2ccccc2)cc1	entailment
1808	CC(C)[C@H](NC(=O)OC(C)(C)C)[C@@H](O)CC(=O)C(C)(C)C	CC(C)[C@H](NC(=O)OC(C)(C)C)[C@@H](O)CC(=O)OC(C)(C)C	entailment
1809	CC(C)[C@H](NC(=O)OC(C)(C)C)[C@@H](O)CC(=O)C(C)(C)C	CC(C)[C@H](NC(=O)OC(C)(C)C)[C@@H](O)COC(=O)C(C)(C)C	not_entailment
1810	Cc1ccc(C2CCCCC2=O)cc1	Cc1ccc(C2CCCCOC2=O)cc1	not_entailment
1811	Cc1ccc(C2CCCCC2=O)cc1	Cc1ccc(C2CCCCC(=O)O2)cc1	entailment
1812	CC1(C)O[C@@H](c2ccccc2)[C@@H]([C@@H]2CCCC2=O)O1	CC1(C)O[C@@H](c2ccccc2)[C@@H]([C@@H]2CCCOC2=O)O1	not_entailment
1813	CC1(C)O[C@@H](c2ccccc2)[C@@H]([C@@H]2CCCC2=O)O1	CC1(C)O[C@@H](c2ccccc2)[C@@H]([C@@H]2CCCC(=O)O2)O1	entailment
1814	CCC[C@H]1CC[C@H](c2ccc([C@@H](CC(=O)c3ccccc3)C(F)(F)C(F)(F)Br)cc2)CC1	CCC[C@H]1CC[C@H](c2ccc([C@@H](CC(=O)Oc3ccccc3)C(F)(F)C(F)(F)Br)cc2)CC1	entailment
1815	CCC[C@H]1CC[C@H](c2ccc([C@@H](CC(=O)c3ccccc3)C(F)(F)C(F)(F)Br)cc2)CC1	CCC[C@H]1CC[C@H](c2ccc([C@@H](COC(=O)c3ccccc3)C(F)(F)C(F)(F)Br)cc2)CC1	not_entailment
1816	O=C1c2cc(F)ccc2O[C@H]2CCC[C@@H](O)[C@@H]12	O=C1O[C@H]2[C@H](CCC[C@H]2O)Oc2ccc(F)cc21	not_entailment
1817	O=C1c2cc(F)ccc2O[C@H]2CCC[C@@H](O)[C@@H]12	O=C1Oc2cc(F)ccc2O[C@H]2CCC[C@@H](O)[C@@H]12	entailment
1818	C[C@H]1C[C@@]2(c3ccccc3)C[C@@H]1CC2=O	C[C@H]1C[C@@]2(c3ccccc3)C[C@@H]1COC2=O	not_entailment
1819	C[C@H]1C[C@@]2(c3ccccc3)C[C@@H]1CC2=O	C[C@H]1C[C@@]2(c3ccccc3)C[C@@H]1CC(=O)O2	entailment
1820	CC[C@H](Br)C(=O)c1ccc(OC)c(Br)c1	CC[C@H](Br)C(=O)Oc1ccc(OC)c(Br)c1	entailment
1821	CC[C@H](Br)C(=O)c1ccc(OC)c(Br)c1	CC[C@H](Br)OC(=O)c1ccc(OC)c(Br)c1	not_entailment
1822	CC[C@]1(C(=O)N2CCC[C@H]2COC)CCC(=O)CC1[Si](C)(C)C	CC[C@]1(C(=O)N2CCC[C@H]2COC)CCC(=O)OCC1[Si](C)(C)C	entailment
1823	CC[C@]1(C(=O)N2CCC[C@H]2COC)CCC(=O)CC1[Si](C)(C)C	CC[C@]1(C(=O)N2CCC[C@H]2COC)CCOC(=O)CC1[Si](C)(C)C	not_entailment
1824	CO[C@]12CC[C@](C(=O)c3cc(F)cc(F)c3)(CC1)C2	CO[C@]12CC[C@](C(=O)Oc3cc(F)cc(F)c3)(CC1)C2	not_entailment
1825	CO[C@]12CC[C@](C(=O)c3cc(F)cc(F)c3)(CC1)C2	CO[C@]12CC[C@](OC(=O)c3cc(F)cc(F)c3)(CC1)C2	entailment
1826	C[C@@H]1CC(=O)[C@H]2C[C@@H]1C2(C)C	C[C@@H]1CC(=O)O[C@H]2C[C@@H]1C2(C)C	entailment
1827	C[C@@H]1CC(=O)[C@H]2C[C@@H]1C2(C)C	C[C@@H]1COC(=O)[C@H]2C[C@@H]1C2(C)C	not_entailment
1828	C[C@H]([C@@H](O)[C@H](O)c1ccc(Cl)cc1)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C	C[C@H]([C@@H](O)[C@H](O)c1ccc(Cl)cc1)[C@H]1CC[C@H]2[C@@H]3CC(=O)O[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C	not_entailment
1829	C[C@H]([C@@H](O)[C@H](O)c1ccc(Cl)cc1)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C	C[C@H]([C@@H](O)[C@H](O)c1ccc(Cl)cc1)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C	entailment
1830	COc1ccc2c(c1)CC[C@]1(C)[C@@H]2CC[C@]12CCC2=O	COc1ccc2c(c1)CC[C@]1(C)[C@@H]2CC[C@]12CCOC2=O	not_entailment
1831	COc1ccc2c(c1)CC[C@]1(C)[C@@H]2CC[C@]12CCC2=O	COc1ccc2c(c1)CC[C@]1(C)[C@@H]2CC[C@]12CCC(=O)O2	entailment
1832	CC(=O)c1cc(Br)ccc1OCC1CO1	CC(=O)Oc1cc(Br)ccc1OCC1CO1	entailment
1833	CC(=O)c1cc(Br)ccc1OCC1CO1	COC(=O)c1cc(Br)ccc1OCC1CO1	not_entailment
1834	CC(=O)O[C@H]1C[C@@H]2C(=O)C[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC[C@@H]4[C@H](C)CCCC(C)C)[C@@]2(C)C[C@H]1OC(C)=O	CC(=O)O[C@H]1C[C@@H]2C(=O)OC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC[C@@H]4[C@H](C)CCCC(C)C)[C@@]2(C)C[C@H]1OC(C)=O	entailment
1835	CC(=O)O[C@H]1C[C@@H]2C(=O)C[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC[C@@H]4[C@H](C)CCCC(C)C)[C@@]2(C)C[C@H]1OC(C)=O	CC(=O)O[C@H]1C[C@@H]2OC(=O)C[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC[C@@H]4[C@H](C)CCCC(C)C)[C@@]2(C)C[C@H]1OC(C)=O	not_entailment
1836	O=C1C[C@H]2C[C@@H](Cl)C[C@H]2C1	O=C1C[C@H]2C[C@@H](Cl)C[C@H]2CO1	entailment
1837	O=C1C[C@H]2C[C@@H](Cl)C[C@H]2C1	O=C1C[C@@H]2C[C@H](Cl)C[C@@H]2CO1	not_entailment
1838	CC(C)(C)OC(=O)N[C@@]12C[C@H]3C[C@@H](C1)C(=O)[C@H](C3)C2	CC(C)(C)OC(=O)N[C@@]12C[C@@H]3C[C@@H](C[C@H](C1)OC3=O)C2	not_entailment
1839	CC(C)(C)OC(=O)N[C@@]12C[C@H]3C[C@@H](C1)C(=O)[C@H](C3)C2	CC(C)(C)OC(=O)N[C@@]12C[C@H]3C[C@@H](C1)OC(=O)[C@H](C3)C2	entailment
1840	CC(C)C(=O)C[C@@H](C[N+](=O)[O-])c1ccccc1	CC(C)C(=O)OC[C@@H](C[N+](=O)[O-])c1ccccc1	not_entailment
1841	CC(C)C(=O)C[C@@H](C[N+](=O)[O-])c1ccccc1	CC(C)OC(=O)C[C@@H](C[N+](=O)[O-])c1ccccc1	entailment
1842	COC(=O)[C@](C)(O)CC(=O)c1ccc(OC)cc1	COC(=O)[C@](C)(O)CC(=O)Oc1ccc(OC)cc1	entailment
1843	COC(=O)[C@](C)(O)CC(=O)c1ccc(OC)cc1	COC(=O)[C@](C)(O)COC(=O)c1ccc(OC)cc1	not_entailment
1844	C=C([C@H]1CC[C@H]2C(C)(C)CCC[C@]12C)[C@H]1CC(=O)O[C@@H]1C(C)=O	C=C([C@H]1CC[C@H]2C(C)(C)CCC[C@]12C)[C@H]1CC(=O)O[C@@H]1C(=O)OC	not_entailment
1845	C=C([C@H]1CC[C@H]2C(C)(C)CCC[C@]12C)[C@H]1CC(=O)O[C@@H]1C(C)=O	C=C([C@H]1CC[C@H]2C(C)(C)CCC[C@]12C)[C@H]1CC(=O)O[C@@H]1OC(C)=O	entailment
1846	CC1(C)O[C@H]2[C@H]3CC(=O)C[C@H](O3)[C@H]2O1	CC1(C)O[C@H]2[C@H]3CC(=O)OC[C@H](O3)[C@H]2O1	not_entailment
1847	CC1(C)O[C@H]2[C@H]3CC(=O)C[C@H](O3)[C@H]2O1	CC1(C)O[C@H]2[C@H]3COC(=O)C[C@H](O3)[C@H]2O1	entailment
1848	CCCCCC(=O)C(CCCC)C(F)(F)F	CCCCCC(=O)OC(CCCC)C(F)(F)F	not_entailment
1849	CCCCCC(=O)C(CCCC)C(F)(F)F	CCCCCOC(=O)C(CCCC)C(F)(F)F	entailment
1850	C=C[C@H](OC(=O)OC(C)(C)C)C(C)(C)[C@@H](OC)[C@H]1CC(=O)CO1	C=C[C@H](OC(=O)OC(C)(C)C)C(C)(C)[C@@H](OC)[C@H]1CC(=O)OCO1	entailment
1851	C=C[C@H](OC(=O)OC(C)(C)C)C(C)(C)[C@@H](OC)[C@H]1CC(=O)CO1	C=C[C@H](OC(=O)OC(C)(C)C)C(C)(C)[C@@H](OC)[C@H]1COC(=O)CO1	not_entailment
1852	COC(=O)[C@@H]1C[C@H]2C(=O)C=C[C@@H](O[Si](C)(C)C(C)(C)C)[C@H]2N1C(=O)OCc1ccccc1	COC(=O)[C@@H]1C[C@H]2C(=O)OC=C[C@@H](O[Si](C)(C)C(C)(C)C)[C@H]2N1C(=O)OCc1ccccc1	entailment
1853	COC(=O)[C@@H]1C[C@H]2C(=O)C=C[C@@H](O[Si](C)(C)C(C)(C)C)[C@H]2N1C(=O)OCc1ccccc1	COC(=O)[C@@H]1C[C@H]2OC(=O)C=C[C@@H](O[Si](C)(C)C(C)(C)C)[C@H]2N1C(=O)OCc1ccccc1	not_entailment
1854	COC(=O)C(C)c1ccc(-c2ccc(C(C)=O)cc2)c(F)c1	COC(=O)c1ccc(-c2ccc(C(C)C(=O)OC)cc2F)cc1	not_entailment
1855	COC(=O)C(C)c1ccc(-c2ccc(C(C)=O)cc2)c(F)c1	COC(=O)C(C)c1ccc(-c2ccc(OC(C)=O)cc2)c(F)c1	entailment
1856	CCCCC[C@H](O)[C@@H]1CC[C@@H]([C@@H]2CCCCC2=O)O1	CCCCC[C@H](O)[C@@H]1CC[C@@H]([C@@H]2CCCCOC2=O)O1	not_entailment
1857	CCCCC[C@H](O)[C@@H]1CC[C@@H]([C@@H]2CCCCC2=O)O1	CCCCC[C@H](O)[C@@H]1CC[C@@H]([C@@H]2CCCCC(=O)O2)O1	entailment
1858	CC(=O)C(C)Oc1ccc2ccc(=O)oc2c1	CC(=O)OC(C)Oc1ccc2ccc(=O)oc2c1	entailment
1859	CC(=O)C(C)Oc1ccc2ccc(=O)oc2c1	COC(=O)C(C)Oc1ccc2ccc(=O)oc2c1	not_entailment
1860	O=C(CC1(O)c2cc(Br)ccc2-n2c1nc1ccc(Br)cc1c2=O)c1ccccc1	O=C(CC1(O)c2cc(Br)ccc2-n2c1nc1ccc(Br)cc1c2=O)Oc1ccccc1	entailment
1861	O=C(CC1(O)c2cc(Br)ccc2-n2c1nc1ccc(Br)cc1c2=O)c1ccccc1	O=C(OCC1(O)c2cc(Br)ccc2-n2c1nc1ccc(Br)cc1c2=O)c1ccccc1	not_entailment
1862	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4CCCC[C@]4(C)[C@H]3CC[C@@]21C	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)O[C@H]4CCCC[C@]4(C)[C@H]3CC[C@@]21C	entailment
1863	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4CCCC[C@]4(C)[C@H]3CC[C@@]21C	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4CCCC[C@]4(C)[C@H]3CC[C@@]21C	not_entailment
1864	C[C@@H](OC(=O)CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C	C[C@@H](OC(=O)CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC(=O)O[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C	not_entailment
1865	C[C@@H](OC(=O)CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C	C[C@@H](OC(=O)CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C	entailment
1866	CCC1CCC(=O)C1	CCC1CCC(=O)OC1	entailment
1867	CCC1CCC(=O)C1	CCC1CCOC(=O)C1	not_entailment
1868	COCCOCOC1CCC2C3Cc4ccc(OC)c5c4C2(CC3=O)C1O5	COCCOCOC1CCC2C3Cc4ccc(OC)c5c4C2(COC3=O)C1O5	not_entailment
1869	COCCOCOC1CCC2C3Cc4ccc(OC)c5c4C2(CC3=O)C1O5	COCCOCOC1CCC2C3Cc4ccc(OC)c5c4C2(CC(=O)O3)C1O5	entailment
1870	CCOC(=O)C(C)(C(C)=O)C(F)(F)F	CCOC(=O)C(C)(C(=O)OC)C(F)(F)F	not_entailment
1871	CCOC(=O)C(C)(C(C)=O)C(F)(F)F	CCOC(=O)C(C)(OC(C)=O)C(F)(F)F	entailment
1872	COC(=O)[C@@H]1[C@H]2CC(=O)C=C(C)[C@H]2C(=O)N1C(=O)OC(C)(C)C	COC(=O)[C@@H]1[C@H]2CC(=O)OC=C(C)[C@H]2C(=O)N1C(=O)OC(C)(C)C	entailment
1873	COC(=O)[C@@H]1[C@H]2CC(=O)C=C(C)[C@H]2C(=O)N1C(=O)OC(C)(C)C	COC(=O)[C@@H]1[C@H]2COC(=O)C=C(C)[C@H]2C(=O)N1C(=O)OC(C)(C)C	not_entailment
1874	C=CC[C@H]1CC(=O)[C@H](O[Si](C)(C)C(C)(C)C)[C@@H]1CCOC(=O)C(C)(C)C	C=CC[C@H]1CC(=O)O[C@H](O[Si](C)(C)C(C)(C)C)[C@@H]1CCOC(=O)C(C)(C)C	entailment
1875	C=CC[C@H]1CC(=O)[C@H](O[Si](C)(C)C(C)(C)C)[C@@H]1CCOC(=O)C(C)(C)C	C=CC[C@H]1COC(=O)[C@H](O[Si](C)(C)C(C)(C)C)[C@@H]1CCOC(=O)C(C)(C)C	not_entailment
1876	COc1ccccc1[C@H]1C(=O)[C@@H]2C=C3C(C)(C)CCC[C@]3(C)[C@@H]21	COc1ccccc1[C@H]1C(=O)O[C@@H]2C=C3C(C)(C)CCC[C@]3(C)[C@@H]21	not_entailment
1877	COc1ccccc1[C@H]1C(=O)[C@@H]2C=C3C(C)(C)CCC[C@]3(C)[C@@H]21	COc1ccccc1[C@H]1OC(=O)[C@@H]2C=C3C(C)(C)CCC[C@]3(C)[C@H]12	entailment
1878	CC[C@@H](C(C)C)[C@H]1OC(=O)O[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)C4C[C@@H]5OC(=O)O[C@@H]5C[C@]4(C)[C@H]3CC[C@@]21C	CC[C@@H](C(C)C)[C@H]1OC(=O)O[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)OC4C[C@@H]5OC(=O)O[C@@H]5C[C@]4(C)[C@H]3CC[C@@]21C	not_entailment
1879	CC[C@@H](C(C)C)[C@H]1OC(=O)O[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)C4C[C@@H]5OC(=O)O[C@@H]5C[C@]4(C)[C@H]3CC[C@@]21C	CC[C@@H](C(C)C)[C@H]1OC(=O)O[C@@H]1[C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)C4C[C@@H]5OC(=O)O[C@@H]5C[C@]4(C)[C@H]3CC[C@@]21C	entailment
1880	CC1(C)CCCC2(C)C1=CC(=O)C2(C)O	CC1(C)CCCC2(C)C1=CC(=O)OC2(C)O	entailment
1881	CC1(C)CCCC2(C)C1=CC(=O)C2(C)O	CC1(C)CCCC2(C)C1=COC(=O)C2(C)O	not_entailment
1882	Cc1cc2c(cc1C)C(=O)CCCC2	Cc1cc2c(cc1C)C(=O)OCCCC2	not_entailment
1883	Cc1cc2c(cc1C)C(=O)CCCC2	Cc1cc2c(cc1C)OC(=O)CCCC2	entailment
1884	CC(C)[C@H]1CC[C@H](C)C(=O)C1	CC(C)[C@H]1CC[C@H](C)C(=O)OC1	entailment
1885	CC(C)[C@H]1CC[C@H](C)C(=O)C1	CC(C)[C@H]1CC[C@H](C)OC(=O)C1	not_entailment
1886	CC(C)(C)OC(=O)N1[C@H]2C(=O)[C@@](Cl)(CCOCc3ccccc3)[C@H]2O[C@@H]1C(C)(C)C	CC(C)(C)OC(=O)N1[C@H]2C(=O)O[C@@](Cl)(CCOCc3ccccc3)[C@H]2O[C@@H]1C(C)(C)C	not_entailment
1887	CC(C)(C)OC(=O)N1[C@H]2C(=O)[C@@](Cl)(CCOCc3ccccc3)[C@H]2O[C@@H]1C(C)(C)C	CC(C)(C)OC(=O)N1[C@H]2OC(=O)[C@@](Cl)(CCOCc3ccccc3)[C@H]2O[C@@H]1C(C)(C)C	entailment
1888	O=C1CCC1/C=C/c1ccccc1	O=C1CCC(/C=C/c2ccccc2)O1	entailment
1889	O=C1CCC1/C=C/c1ccccc1	O=C1OCCC1/C=C/c1ccccc1	not_entailment
1890	CC1CCC(C(C)(C)C)C(=O)C1	CC1CCC(C(C)(C)C)C(=O)OC1	not_entailment
1891	CC1CCC(C(C)(C)C)C(=O)C1	CC1CCC(C(C)(C)C)OC(=O)C1	entailment
1892	CCCCCCCCCCCC[C@H]1CC[C@@H](C(C)=O)[C@@H](C)N1C(=O)C(F)(F)F	CCCCCCCCCCCC[C@H]1CC[C@@H](C(=O)OC)[C@@H](C)N1C(=O)C(F)(F)F	not_entailment
1893	CCCCCCCCCCCC[C@H]1CC[C@@H](C(C)=O)[C@@H](C)N1C(=O)C(F)(F)F	CCCCCCCCCCCC[C@H]1CC[C@@H](OC(C)=O)[C@@H](C)N1C(=O)C(F)(F)F	entailment
1894	CC1(C)O[C@H](c2ccccc2)[C@@H]([C@@H]2CCCC2=O)O1	CC1(C)O[C@H](c2ccccc2)[C@@H]([C@@H]2CCCOC2=O)O1	not_entailment
1895	CC1(C)O[C@H](c2ccccc2)[C@@H]([C@@H]2CCCC2=O)O1	CC1(C)O[C@H](c2ccccc2)[C@@H]([C@@H]2CCCC(=O)O2)O1	entailment
1896	CCOC(=O)C1COc2ccc(C(C)=O)cc2O1	CCOC(=O)C1COc2ccc(C(=O)OC)cc2O1	not_entailment
1897	CCOC(=O)C1COc2ccc(C(C)=O)cc2O1	CCOC(=O)C1COc2ccc(OC(C)=O)cc2O1	entailment
1898	CC(=O)O[C@H]1C[C@@H]2C(=O)C[C@H]3[C@@H]4CC[C@H]([C@H](C)[C@@H](OC(C)=O)[C@H](OC(C)=O)c5ccccc5)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1OC(C)=O	CC(=O)O[C@H]1C[C@@H]2C(=O)OC[C@H]3[C@@H]4CC[C@H]([C@H](C)[C@@H](OC(C)=O)[C@H](OC(C)=O)c5ccccc5)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1OC(C)=O	entailment
1899	CC(=O)O[C@H]1C[C@@H]2C(=O)C[C@H]3[C@@H]4CC[C@H]([C@H](C)[C@@H](OC(C)=O)[C@H](OC(C)=O)c5ccccc5)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1OC(C)=O	CC(=O)O[C@H]1C[C@@H]2OC(=O)C[C@H]3[C@@H]4CC[C@H]([C@H](C)[C@@H](OC(C)=O)[C@H](OC(C)=O)c5ccccc5)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1OC(C)=O	not_entailment
1900	C[C@H]1CC(=O)C[C@H]1C	C[C@@H]1COC(=O)C[C@@H]1C	entailment
1901	C[C@H]1CC(=O)C[C@H]1C	C[C@H]1COC(=O)C[C@H]1C	not_entailment
1902	CC(=O)[C@H]1C[C@H]2O[C@@]2(C)[C@](O)(CC(=O)OC(C)(C)C)C1	CC(=O)O[C@H]1C[C@H]2O[C@@]2(C)[C@](O)(CC(=O)OC(C)(C)C)C1	entailment
1903	CC(=O)[C@H]1C[C@H]2O[C@@]2(C)[C@](O)(CC(=O)OC(C)(C)C)C1	COC(=O)[C@H]1C[C@H]2O[C@@]2(C)[C@](O)(CC(=O)OC(C)(C)C)C1	not_entailment
1904	C[C@]1(CCCOC(=O)CCl)C(=O)C[C@@H]2CC[C@H]1O2	C[C@]1(CCCOC(=O)CCl)C(=O)OC[C@@H]2CC[C@H]1O2	not_entailment
1905	C[C@]1(CCCOC(=O)CCl)C(=O)C[C@@H]2CC[C@H]1O2	C[C@]1(CCCOC(=O)CCl)OC(=O)C[C@@H]2CC[C@H]1O2	entailment
1906	O=C1COC(C2CCCCC2)C1	O=C1COC(C2CCCCC2)CO1	not_entailment
1907	O=C1COC(C2CCCCC2)C1	O=C1CC(C2CCCCC2)OCO1	entailment
